TEN,NP,NOC,HHT,LNGI,ELEP,VEH,HINCP,RNTP,PUMA,COST_BURDALL,RMSP
Rented,2,0.0,"Other family household: Male householder, no spouse present",1.0,170.0,1.0,64000.0,760.0,Charlotte City (Central),0.0,5
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,50.0,1.0,40000.0,1300.0,Charlotte City (Central),1.0,2
Rented,1,0.0,Nonfamily household: Male householder: Living alone,2.0,200.0,1.0,26000.0,730.0,Charlotte City (Northwest),1.0,4
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,80.0,1.0,93000.0,1300.0,Charlotte City (Central),0.0,3
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,70.0,1.0,65000.0,1500.0,Charlotte City (South),0.0,3
Rented,5,3.0,Married couple household,1.0,130.0,2.0,64500.0,1200.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",0.0,7
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,50.0,1.0,55000.0,1600.0,Charlotte City (Central),1.0,3
Rented,2,0.0,Nonfamily household: Male householder: Not living alone,1.0,100.0,2.0,107000.0,1600.0,Charlotte City (Central),0.0,4
Rented,5,2.0,Married couple household,2.0,220.0,1.0,29000.0,920.0,Charlotte City (Southwest),1.0,5
Rented,2,0.0,Nonfamily household: Male householder: Not living alone,1.0,100.0,2.0,60000.0,1100.0,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,0.0,5
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,50.0,0.0,15360.0,200.0,Charlotte City (Central),0.0,4
Rented,2,0.0,Nonfamily household: Male householder: Not living alone,1.0,90.0,0.0,54100.0,1000.0,Charlotte City (Northwest),0.0,5
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,100.0,1.0,100000.0,1200.0,Charlotte City (Northeast),0.0,6
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,70.0,1.0,52000.0,1100.0,Charlotte City (Southwest),0.0,3
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,60.0,1.0,77000.0,1400.0,Charlotte City (Central),0.0,3
Rented,4,2.0,Married couple household,1.0,80.0,2.0,180000.0,2000.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",0.0,8
Rented,3,0.0,"Other family household: Female householder, no spouse present",1.0,150.0,0.0,24150.0,550.0,Charlotte City (Central),1.0,5
Rented,2,0.0,Married couple household,1.0,100.0,2.0,75000.0,1500.0,Charlotte City (Northeast),0.0,5
Rented,2,0.0,Married couple household,2.0,40.0,1.0,11600.0,240.0,Mecklenburg County (South)--Matthews Town (South),0.0,4
Rented,3,1.0,"Other family household: Male householder, no spouse present",1.0,100.0,2.0,87500.0,1400.0,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,0.0,6
Rented,3,1.0,Married couple household,1.0,90.0,2.0,72100.0,1200.0,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,0.0,3
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,70.0,1.0,155000.0,1100.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",0.0,4
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,60.0,1.0,60700.0,1400.0,Charlotte City (Central),0.0,3
Rented,4,3.0,"Other family household: Female householder, no spouse present",1.0,30.0,1.0,0.0,780.0,Charlotte City (Southwest),1.0,3
Rented,2,0.0,Nonfamily household: Female householder: Not living alone,1.0,170.0,1.0,28700.0,750.0,Charlotte City (Northeast),1.0,5
Rented,2,0.0,Married couple household,1.0,160.0,1.0,32200.0,750.0,Charlotte City (Northeast),1.0,4
Rented,3,0.0,"Other family household: Male householder, no spouse present",1.0,150.0,4.0,55300.0,1600.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",1.0,8
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,170.0,0.0,23600.0,30.0,Charlotte City (Central),0.0,4
Rented,3,2.0,"Other family household: Female householder, no spouse present",1.0,80.0,1.0,19000.0,290.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",1.0,6
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,90.0,0.0,5500.0,650.0,Charlotte City (Northwest),1.0,3
Rented,2,0.0,"Other family household: Female householder, no spouse present",1.0,80.0,1.0,9700.0,830.0,Charlotte City (Southwest),1.0,4
Rented,1,0.0,Nonfamily household: Female householder: Living alone,2.0,150.0,1.0,0.0,1200.0,Mecklenburg County (South)--Matthews Town (South),1.0,6
Rented,1,0.0,Nonfamily household: Male householder: Living alone,2.0,120.0,0.0,31200.0,1100.0,Charlotte City (Southwest),1.0,5
Rented,4,2.0,Married couple household,1.0,110.0,3.0,132000.0,2000.0,Charlotte City (South),0.0,10
Rented,3,2.0,"Other family household: Female householder, no spouse present",1.0,180.0,1.0,31000.0,800.0,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,1.0,5
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,150.0,1.0,45000.0,800.0,Charlotte City (Central),1.0,5
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,60.0,1.0,30000.0,550.0,Charlotte City (Northwest),0.0,3
Rented,2,0.0,Nonfamily household: Female householder: Not living alone,1.0,70.0,2.0,108000.0,880.0,Charlotte City (Central),0.0,4
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,100.0,1.0,86000.0,780.0,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,0.0,4
Rented,6,4.0,Married couple household,2.0,90.0,2.0,35000.0,560.0,Charlotte City (Southwest),0.0,4
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,60.0,1.0,72000.0,950.0,Charlotte City (Central),0.0,2
Rented,2,0.0,Married couple household,1.0,150.0,1.0,79000.0,400.0,Charlotte City (Southwest),0.0,4
Rented,2,1.0,"Other family household: Female householder, no spouse present",1.0,150.0,1.0,40000.0,1200.0,Charlotte City (South),1.0,6
Rented,2,0.0,Nonfamily household: Female householder: Not living alone,1.0,150.0,2.0,67730.0,1600.0,Charlotte City (Southwest),1.0,6
Rented,3,1.0,Married couple household,1.0,200.0,2.0,97000.0,1100.0,Mecklenburg County (South)--Matthews Town (South),0.0,4
Rented,2,0.0,Nonfamily household: Male householder: Not living alone,1.0,70.0,2.0,116000.0,1900.0,Charlotte City (Central),0.0,3
Rented,4,3.0,"Other family household: Female householder, no spouse present",1.0,230.0,1.0,23300.0,860.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",1.0,4
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,60.0,2.0,55000.0,1700.0,Charlotte City (Central),1.0,3
Rented,2,0.0,Nonfamily household: Female householder: Not living alone,1.0,130.0,2.0,48940.0,900.0,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,0.0,5
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,90.0,1.0,140200.0,1200.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",0.0,3
Rented,3,1.0,"Other family household: Female householder, no spouse present",1.0,110.0,1.0,23100.0,1100.0,Charlotte City (Southwest),1.0,3
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,30.0,1.0,65000.0,2800.0,Charlotte City (Central),1.0,4
Rented,2,0.0,Nonfamily household: Female householder: Not living alone,1.0,80.0,2.0,45000.0,1200.0,Charlotte City (Central),1.0,6
Rented,3,2.0,"Other family household: Female householder, no spouse present",1.0,50.0,1.0,79000.0,750.0,Charlotte City (Northwest),0.0,4
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,50.0,1.0,31000.0,680.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",0.0,5
Rented,5,2.0,Married couple household,1.0,70.0,3.0,45500.0,900.0,Charlotte City (Northeast),0.0,6
Rented,3,2.0,"Other family household: Female householder, no spouse present",1.0,180.0,0.0,6000.0,650.0,Charlotte City (Northwest),1.0,4
Rented,6,4.0,Married couple household,1.0,50.0,2.0,127500.0,2800.0,Charlotte City (South),0.0,10
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,60.0,1.0,75000.0,1400.0,Mecklenburg County (South)--Matthews Town (South),0.0,3
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,60.0,0.0,13000.0,2800.0,Charlotte City (Southwest),1.0,3
Rented,3,1.0,Married couple household,1.0,130.0,2.0,53000.0,1000.0,Mecklenburg County (South)--Matthews Town (South),0.0,7
Rented,3,1.0,"Other family household: Female householder, no spouse present",2.0,150.0,1.0,30000.0,800.0,Charlotte City (Central),1.0,3
Rented,3,0.0,"Other family household: Male householder, no spouse present",2.0,90.0,1.0,46400.0,750.0,Charlotte City (Central),0.0,4
Rented,2,0.0,Married couple household,1.0,130.0,2.0,50600.0,1000.0,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,0.0,6
Rented,2,0.0,"Other family household: Female householder, no spouse present",1.0,150.0,1.0,51200.0,650.0,Charlotte City (Central),0.0,4
Rented,4,3.0,"Other family household: Female householder, no spouse present",1.0,80.0,1.0,14000.0,1100.0,Charlotte City (Northeast),1.0,8
Rented,4,0.0,Nonfamily household: Male householder: Not living alone,1.0,150.0,1.0,54100.0,950.0,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,0.0,7
Rented,4,1.0,"Other family household: Male householder, no spouse present",1.0,120.0,2.0,100000.0,1000.0,Charlotte City (Southwest),0.0,4
Rented,6,1.0,"Other family household: Female householder, no spouse present",1.0,120.0,2.0,142300.0,1600.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",0.0,11
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,40.0,1.0,37000.0,1200.0,Charlotte City (Central),1.0,3
Rented,3,1.0,Married couple household,1.0,80.0,2.0,79900.0,1300.0,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,0.0,4
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,80.0,1.0,37000.0,800.0,Mecklenburg County (South)--Matthews Town (South),1.0,3
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,50.0,2.0,17700.0,800.0,Mecklenburg County (South)--Matthews Town (South),1.0,2
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,50.0,1.0,24000.0,900.0,Charlotte City (Northwest),1.0,6
Rented,3,1.0,Married couple household,1.0,20.0,1.0,87000.0,300.0,Charlotte City (Central),0.0,5
Rented,2,0.0,Nonfamily household: Female householder: Not living alone,1.0,80.0,1.0,90000.0,900.0,Charlotte City (Northeast),0.0,5
Rented,3,1.0,Married couple household,1.0,190.0,3.0,130000.0,800.0,Mecklenburg County (South)--Matthews Town (South),0.0,6
Rented,5,3.0,"Other family household: Female householder, no spouse present",1.0,240.0,4.0,20700.0,1800.0,Charlotte City (Central),1.0,5
Rented,2,0.0,Married couple household,1.0,60.0,2.0,30000.0,1100.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",1.0,3
Rented,3,0.0,"Other family household: Female householder, no spouse present",1.0,250.0,1.0,45600.0,1400.0,Mecklenburg County (South)--Matthews Town (South),1.0,6
Rented,2,0.0,Married couple household,1.0,70.0,2.0,63180.0,1200.0,Charlotte City (Southwest),0.0,4
Rented,3,0.0,"Other family household: Female householder, no spouse present",1.0,130.0,1.0,43000.0,1100.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",1.0,8
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,80.0,1.0,38040.0,1000.0,Charlotte City (Northwest),1.0,2
Rented,2,0.0,Married couple household,1.0,70.0,2.0,127000.0,1400.0,Charlotte City (Central),0.0,3
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,230.0,0.0,309200.0,1500.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",0.0,5
Rented,2,0.0,"Other family household: Female householder, no spouse present",1.0,200.0,2.0,60000.0,1400.0,Mecklenburg County (South)--Matthews Town (South),1.0,3
Rented,2,0.0,"Other family household: Female householder, no spouse present",1.0,130.0,2.0,258600.0,2800.0,Charlotte City (South),0.0,5
Rented,5,3.0,Married couple household,1.0,80.0,2.0,105000.0,1900.0,Charlotte City (South),0.0,9
Rented,3,1.0,Married couple household,1.0,50.0,1.0,79000.0,1100.0,Charlotte City (South),0.0,4
Rented,2,0.0,Nonfamily household: Male householder: Not living alone,2.0,120.0,2.0,25000.0,780.0,Charlotte City (Northwest),1.0,4
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,50.0,1.0,113000.0,1800.0,Charlotte City (Central),0.0,2
Rented,3,2.0,"Other family household: Female householder, no spouse present",1.0,100.0,1.0,2400.0,950.0,Charlotte City (Northwest),1.0,9
Rented,2,0.0,Nonfamily household: Female householder: Not living alone,1.0,100.0,2.0,81000.0,880.0,Charlotte City (Southwest),0.0,5
Rented,6,1.0,"Other family household: Female householder, no spouse present",1.0,190.0,3.0,79800.0,1200.0,Charlotte City (Southwest),0.0,7
Rented,5,3.0,"Other family household: Female householder, no spouse present",1.0,190.0,1.0,26000.0,650.0,Charlotte City (Southwest),1.0,4
Rented,3,1.0,Married couple household,1.0,170.0,2.0,95000.0,510.0,Charlotte City (Northeast),0.0,1
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,310.0,1.0,34400.0,950.0,Charlotte City (Northeast),1.0,3
Rented,3,1.0,Married couple household,1.0,210.0,2.0,117000.0,1500.0,Charlotte City (Northeast),0.0,5
Rented,3,0.0,Nonfamily household: Male householder: Not living alone,2.0,120.0,3.0,97000.0,1100.0,Charlotte City (Northeast),0.0,5
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,50.0,1.0,30000.0,670.0,Charlotte City (Central),0.0,4
Rented,2,1.0,"Other family household: Female householder, no spouse present",1.0,110.0,0.0,55000.0,850.0,Charlotte City (Southwest),0.0,4
Rented,2,0.0,Nonfamily household: Female householder: Not living alone,1.0,80.0,2.0,113300.0,950.0,Charlotte City (Central),0.0,6
Rented,2,1.0,"Other family household: Female householder, no spouse present",1.0,70.0,1.0,70000.0,1200.0,Charlotte City (Southwest),0.0,5
Rented,2,1.0,"Other family household: Male householder, no spouse present",1.0,100.0,1.0,25000.0,780.0,Mecklenburg County (South)--Matthews Town (South),1.0,5
Rented,3,1.0,Married couple household,2.0,280.0,2.0,52000.0,800.0,Charlotte City (Northwest),0.0,5
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,60.0,1.0,69000.0,1500.0,Charlotte City (Southwest),0.0,2
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,170.0,0.0,0.0,900.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",1.0,6
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,80.0,0.0,11500.0,720.0,Charlotte City (Central),1.0,3
Rented,2,0.0,Married couple household,1.0,160.0,1.0,95200.0,990.0,Charlotte City (Northwest),0.0,1
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,70.0,1.0,40000.0,1100.0,Charlotte City (Central),1.0,4
Rented,2,0.0,Married couple household,1.0,90.0,2.0,42000.0,970.0,Charlotte City (South),1.0,2
Rented,3,2.0,"Other family household: Female householder, no spouse present",1.0,130.0,1.0,18000.0,990.0,Mecklenburg County (South)--Matthews Town (South),1.0,4
Rented,2,1.0,"Other family household: Female householder, no spouse present",1.0,100.0,2.0,27300.0,900.0,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,1.0,5
Rented,2,0.0,Nonfamily household: Female householder: Not living alone,1.0,100.0,2.0,101000.0,980.0,Charlotte City (Southwest),0.0,1
Rented,2,0.0,Married couple household,1.0,100.0,2.0,178500.0,1700.0,Charlotte City (South),0.0,5
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,100.0,1.0,45000.0,1100.0,Charlotte City (Southwest),1.0,2
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,90.0,1.0,35000.0,850.0,Charlotte City (Northwest),1.0,4
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,80.0,1.0,100000.0,1400.0,Charlotte City (Central),0.0,1
Rented,2,0.0,Married couple household,1.0,90.0,2.0,214000.0,1700.0,Mecklenburg County (South)--Matthews Town (South),0.0,7
Rented,2,0.0,Nonfamily household: Female householder: Not living alone,1.0,100.0,2.0,116900.0,1600.0,Charlotte City (Southwest),0.0,6
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,60.0,1.0,30800.0,510.0,Charlotte City (Central),0.0,3
Rented,2,0.0,Nonfamily household: Female householder: Not living alone,1.0,130.0,2.0,33000.0,1100.0,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,1.0,4
Rented,3,1.0,Married couple household,1.0,120.0,2.0,70000.0,980.0,Mecklenburg County (South)--Matthews Town (South),0.0,4
Rented,4,3.0,"Other family household: Female householder, no spouse present",1.0,130.0,1.0,16500.0,630.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",1.0,4
Rented,2,0.0,Nonfamily household: Male householder: Not living alone,1.0,100.0,2.0,115000.0,1500.0,Charlotte City (Central),0.0,5
Rented,3,1.0,Married couple household,2.0,70.0,1.0,8620.0,600.0,Charlotte City (Northwest),1.0,4
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,100.0,1.0,4500.0,820.0,Charlotte City (Northeast),1.0,3
Rented,2,0.0,Nonfamily household: Male householder: Not living alone,1.0,120.0,2.0,123000.0,1300.0,Charlotte City (Southwest),0.0,4
Rented,2,0.0,Nonfamily household: Female householder: Not living alone,1.0,90.0,2.0,130000.0,1400.0,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,0.0,3
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,90.0,1.0,18300.0,680.0,Charlotte City (Southwest),1.0,3
Rented,2,0.0,Nonfamily household: Female householder: Not living alone,1.0,100.0,2.0,130000.0,1900.0,Charlotte City (Central),0.0,3
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,40.0,1.0,45000.0,1100.0,Charlotte City (South),1.0,2
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,60.0,1.0,17300.0,920.0,Charlotte City (Southwest),1.0,4
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,140.0,1.0,45000.0,960.0,Charlotte City (South),1.0,4
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,90.0,1.0,36000.0,800.0,Charlotte City (Central),1.0,3
Rented,2,0.0,Married couple household,1.0,200.0,2.0,75000.0,2800.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",1.0,8
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,80.0,1.0,48000.0,1500.0,Charlotte City (Northeast),1.0,4
Rented,2,0.0,Nonfamily household: Female householder: Not living alone,1.0,80.0,2.0,83900.0,1000.0,Charlotte City (South),0.0,1
Rented,3,2.0,"Other family household: Female householder, no spouse present",1.0,140.0,1.0,18000.0,880.0,Charlotte City (Northeast),1.0,7
Rented,4,2.0,Married couple household,1.0,100.0,2.0,54800.0,820.0,Charlotte City (Northwest),0.0,4
Rented,4,2.0,"Other family household: Female householder, no spouse present",1.0,150.0,2.0,107000.0,1200.0,Charlotte City (Northwest),0.0,6
Rented,2,0.0,Married couple household,1.0,50.0,2.0,52800.0,1100.0,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,0.0,5
Rented,2,1.0,"Other family household: Female householder, no spouse present",1.0,50.0,1.0,35000.0,870.0,Mecklenburg County (South)--Matthews Town (South),1.0,3
Rented,3,0.0,Nonfamily household: Male householder: Not living alone,2.0,100.0,1.0,68000.0,800.0,Charlotte City (Southwest),0.0,4
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,70.0,1.0,40000.0,1100.0,Charlotte City (Northeast),1.0,3
Rented,4,2.0,Married couple household,1.0,140.0,2.0,66000.0,900.0,Charlotte City (Northeast),0.0,4
Rented,5,3.0,Married couple household,1.0,230.0,2.0,77900.0,1300.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",0.0,6
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,90.0,1.0,87000.0,1300.0,Charlotte City (Southwest),0.0,2
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,80.0,1.0,22000.0,750.0,Charlotte City (Northwest),1.0,3
Rented,3,0.0,Nonfamily household: Male householder: Not living alone,1.0,100.0,1.0,55500.0,580.0,Charlotte City (Northwest),0.0,5
Rented,3,0.0,"Other family household: Female householder, no spouse present",1.0,170.0,0.0,45000.0,1100.0,Mecklenburg County (South)--Matthews Town (South),1.0,4
Rented,2,1.0,"Other family household: Male householder, no spouse present",1.0,60.0,1.0,42000.0,870.0,Charlotte City (South),0.0,5
Rented,3,2.0,"Other family household: Female householder, no spouse present",1.0,120.0,1.0,52000.0,1300.0,Mecklenburg County (South)--Matthews Town (South),1.0,10
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,80.0,1.0,52000.0,1200.0,Charlotte City (Northeast),1.0,4
Rented,2,0.0,"Other family household: Male householder, no spouse present",1.0,60.0,2.0,29000.0,820.0,Charlotte City (South),1.0,4
Rented,2,0.0,Nonfamily household: Female householder: Not living alone,1.0,90.0,1.0,122000.0,1400.0,Charlotte City (Central),0.0,2
Rented,2,0.0,Nonfamily household: Male householder: Not living alone,1.0,80.0,2.0,52300.0,990.0,Charlotte City (Northeast),0.0,4
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,150.0,1.0,11000.0,1300.0,Charlotte City (Central),1.0,1
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,150.0,2.0,154000.0,2800.0,Charlotte City (South),0.0,7
Rented,4,2.0,Married couple household,1.0,80.0,2.0,70000.0,1600.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",1.0,6
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,50.0,1.0,59600.0,450.0,Charlotte City (Central),0.0,4
Rented,2,0.0,Nonfamily household: Female householder: Not living alone,1.0,110.0,2.0,56400.0,1300.0,Charlotte City (South),1.0,3
Rented,4,2.0,Married couple household,1.0,130.0,1.0,25000.0,680.0,Charlotte City (Northeast),1.0,4
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,190.0,3.0,17300.0,750.0,Charlotte City (Northwest),1.0,4
Rented,2,0.0,"Other family household: Female householder, no spouse present",1.0,150.0,2.0,58000.0,1300.0,Charlotte City (South),1.0,4
Rented,4,1.0,Married couple household,1.0,120.0,3.0,96800.0,1200.0,Charlotte City (Central),0.0,7
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,90.0,1.0,49000.0,1400.0,Charlotte City (Central),1.0,3
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,130.0,1.0,23000.0,650.0,Charlotte City (Northwest),1.0,4
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,90.0,1.0,29300.0,910.0,Charlotte City (Northeast),1.0,3
Rented,3,1.0,"Other family household: Female householder, no spouse present",1.0,80.0,1.0,73800.0,840.0,Charlotte City (Central),0.0,4
Rented,2,0.0,Married couple household,1.0,70.0,0.0,27900.0,1100.0,Charlotte City (Central),1.0,3
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,120.0,1.0,40000.0,1100.0,Charlotte City (Southwest),1.0,1
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,100.0,1.0,33500.0,910.0,Charlotte City (South),1.0,3
Rented,3,1.0,Married couple household,2.0,50.0,1.0,100310.0,940.0,Charlotte City (Southwest),0.0,2
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,50.0,1.0,99000.0,1300.0,Charlotte City (Central),0.0,3
Rented,2,0.0,Nonfamily household: Female householder: Not living alone,1.0,120.0,2.0,85000.0,1300.0,Charlotte City (Central),0.0,3
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,150.0,1.0,75000.0,1300.0,Charlotte City (Central),0.0,3
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,50.0,1.0,100000.0,1300.0,Charlotte City (Central),0.0,1
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,80.0,1.0,66000.0,1500.0,Charlotte City (South),0.0,5
Rented,2,0.0,Married couple household,1.0,60.0,2.0,115000.0,1100.0,Charlotte City (Central),0.0,4
Rented,3,1.0,"Other family household: Male householder, no spouse present",2.0,180.0,1.0,13000.0,1100.0,Mecklenburg County (South)--Matthews Town (South),1.0,5
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,370.0,1.0,23200.0,1100.0,Mecklenburg County (South)--Matthews Town (South),1.0,3
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,100.0,1.0,47500.0,1600.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",1.0,3
Rented,2,0.0,Nonfamily household: Male householder: Not living alone,1.0,280.0,2.0,80000.0,900.0,Charlotte City (Central),0.0,5
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,50.0,1.0,18000.0,900.0,Charlotte City (Northeast),1.0,4
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,130.0,1.0,40000.0,1100.0,Charlotte City (Northeast),1.0,4
Rented,3,1.0,Married couple household,2.0,150.0,2.0,43000.0,870.0,Mecklenburg County (South)--Matthews Town (South),1.0,3
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,130.0,1.0,10900.0,740.0,Charlotte City (Central),1.0,3
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,180.0,1.0,56000.0,1400.0,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,1.0,6
Rented,3,1.0,"Other family household: Female householder, no spouse present",1.0,100.0,3.0,35700.0,1200.0,Charlotte City (Southwest),1.0,4
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,200.0,1.0,35000.0,1500.0,Charlotte City (Central),1.0,3
Rented,4,2.0,Married couple household,1.0,230.0,2.0,97800.0,1400.0,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,0.0,9
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,60.0,1.0,5000.0,1200.0,Mecklenburg County (South)--Matthews Town (South),1.0,2
Rented,2,0.0,Married couple household,1.0,80.0,1.0,69200.0,1600.0,Charlotte City (Southwest),0.0,5
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,40.0,1.0,47300.0,1000.0,Charlotte City (Southwest),0.0,2
Rented,2,0.0,"Other family household: Female householder, no spouse present",1.0,80.0,1.0,49550.0,800.0,Charlotte City (Central),0.0,4
Rented,4,2.0,Married couple household,1.0,70.0,2.0,142500.0,1400.0,Mecklenburg County (South)--Matthews Town (South),0.0,6
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,20.0,1.0,26300.0,200.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",0.0,3
Rented,2,0.0,"Other family household: Female householder, no spouse present",1.0,50.0,1.0,25000.0,550.0,Charlotte City (Northwest),1.0,5
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,50.0,1.0,90000.0,1700.0,Charlotte City (Southwest),0.0,3
Rented,3,1.0,"Other family household: Female householder, no spouse present",1.0,130.0,2.0,31100.0,800.0,Charlotte City (Northwest),1.0,6
Rented,2,0.0,"Other family household: Male householder, no spouse present",1.0,30.0,2.0,18500.0,770.0,Charlotte City (Northwest),1.0,5
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,60.0,1.0,50000.0,1600.0,Charlotte City (Central),1.0,4
Rented,4,0.0,Nonfamily household: Female householder: Not living alone,1.0,120.0,1.0,35300.0,950.0,Charlotte City (Southwest),1.0,4
